fips,count,avgScore
29095,7587,0.23
29097,844,0.28
29099,929,0.35
29101,450,0.28
29103,27,0.18
29105,119,0.26
29107,134,0.29
29109,56,0.32
29111,60,0.32
29113,192,0.25
29115,163,0.31
29117,35,0.32
29119,38,0.28
29121,50,0.28
29123,18,0.21
29125,19,0.33
29127,100,0.35
29129,12,0.15
29131,51,0.35
29133,22,0.18
29135,40,0.32
29137,18,0.36
29139,42,0.39
29141,52,0.28
29143,47,0.28
29145,70,0.27
29147,945,0.32
29149,10,0.33
29151,48,0.34
29153,11,0.43
29155,24,0.21
29157,39,0.38
29159,126,0.33
29161,226,0.34
29163,51,0.35
29165,1175,0.3
29167,156,0.38
29169,323,0.25
29171,3,0.35
29173,19,0.29
29175,67,0.3
29177,96,0.39
29179,11,0.25
29181,14,0.31
29183,3416,0.33
29185,13,0.41
29186,97,0.37
29187,355,0.35
29189,11720,0.26
29195,87,0.27
29197,7,0.64
29199,12,0.34
29201,108,0.33
29203,4,0.4
29205,12,0.38
29207,37,0.38
29209,78,0.27
29211,12,0.4
29213,134,0.3
29215,71,0.34
29217,60,0.32
29219,167,0.36
29221,34,0.36
29223,22,0.28
29225,208,0.3
29227,19,0.22
29229,36,0.41
29510,3930,0.19
30001,55,0.37
30003,17,-0.02
30005,3,-0.15
30007,11,0.13
30009,28,0.26
30011,1,0.33
30013,362,0.29
30015,5,0.3
30017,30,0.29
30019,1,0.53
30021,40,0.34
30023,15,0.41
30025,4,0.37
30027,17,0.33
30029,333,0.26
30031,1408,0.23
30033,4,-0.32
30035,14,0.35
30039,4,0.74
30041,55,0.31
30043,28,0.29
30045,2,0.41
30047,88,0.28
30049,402,0.23
30051,4,0.33
30053,63,0.22
30055,2,0.42
30057,11,0.29
30059,2,0.63
30061,20,0.31
30063,1597,0.23
30065,4,0.13
30067,78,0.26
30071,7,0.58
30073,6,0.44
30075,1,0.72
30077,9,0.4
30079,2,-0.01
30081,127,0.29
30083,54,0.38
30085,15,0.21
30087,8,0.26
30089,14,0.45
30091,8,0.4
30093,99,0.3
30095,28,0.42
30097,8,0.35
30099,15,0.35
30105,12,0.18
30107,3,0.47
30111,623,0.28
31001,192,0.34
31003,18,0.54
31009,3,0.6
31011,20,0.52
31013,50,0.34
31015,9,0.43
31017,19,0.2
31019,417,0.27
31021,18,0.38
31023,33,0.39
31025,183,0.33
31027,35,0.38
31029,10,0.4
31031,9,0.45
31033,21,0.18
31035,32,0.3
31037,42,0.34
31039,31,0.36
31041,33,0.32
31043,72,0.3
31045,83,0.26
31047,103,0.34
31049,16,0.4
31051,13,0.32
31053,224,0.27
31055,7464,0.27
31057,10,0.27
31059,24,0.22
31061,8,0.44
31063,11,0.39
31065,19,0.22
31067,99,0.33
31069,5,-0.26
31071,6,0.35
31073,14,0.39
31075,1,0.61
31077,13,0.23
31079,329,0.32
31081,66,0.35
31083,16,0.31
31087,5,0.72
31089,29,0.57
31091,2,0.7
31093,35,0.42
31095,26,0.42
31097,17,0.45
31099,21,0.43
31101,24,0.33
31103,1,0.78
31105,5,0.13
31107,32,0.26
31109,5416,0.29
31111,80,0.31
31113,3,0.56
31115,2,0.24
31117,2,0.2
31119,185,0.32
31121,20,0.4
31123,7,0.55
31125,17,0.44
31127,51,0.44
31129,18,0.31
31131,62,0.32
31133,6,0.26
31135,13,0.04
31137,38,0.39
31139,15,0.38
31141,166,0.36
31143,23,0.47
31145,31,0.43
31147,28,0.44
31149,7,0.47
31151,134,0.41
31153,1996,0.32
31155,123,0.36
31157,156,0.28
31159,136,0.35
31161,35,0.32
31163,11,0.67
31165,3,0.18
31167,6,0.26
31169,25,0.39
31173,21,0.22
31175,14,0.4
31177,127,0.34
31179,62,0.36
31181,14,0.51
31183,1,0.13
31185,153,0.33
32001,58,0.21
32003,8972,0.22
32005,225,0.29
32007,129,0.35
32009,6,0.38
32011,4,0.44
32013,41,0.4
32015,13,0.18
32017,15,0.34
32019,157,0.32
32021,8,0.1
32023,91,0.32
32027,8,0.38
32029,5,0.63
32031,3631,0.25
32033,20,0.2
32510,220,0.32
33001,426,0.29
33003,268,0.34
33005,468,0.31
33007,111,0.4
33009,974,0.32
33011,2740,0.3
33013,1443,0.31
33015,2584,0.31
33017,1153,0.3
33019,235,0.3
34001,1054,0.3
34003,6368,0.32
34005,3259,0.25
34007,3709,0.26
34009,339,0.37
34011,399,0.27
34013,5176,0.21
34015,1615,0.29
34017,3567,0.24
34019,1101,0.32
34021,3622,0.27
34023,4500,0.26
34025,3942,0.32
34027,4054,0.33
34029,2154,0.35
34031,2010,0.3
34033,234,0.3
34035,2725,0.3
34037,993,0.38
34039,3354,0.25
34041,565,0.34
35001,5638,0.22
35003,4,0.41
35005,120,0.27
35006,46,0.19
35007,28,0.27
35009,284,0.26
35011,5,0.42
35013,1042,0.24
35015,99,0.33
35017,87,0.27
35019,8,0.51
35021,1,0.69
35023,8,0.19
35025,117,0.31
35027,37,0.24
35028,87,0.18
35029,49,0.24
35031,109,0.3
35033,7,0.28
35035,195,0.2
35037,29,0.29
35039,91,0.18
35041,249,0.23
35043,826,0.25
35045,216,0.29
35047,75,0.34
35049,850,0.21
35051,23,0.43
35053,64,0.32
35055,169,0.17
35057,38,0.32
35059,8,0.04
35061,311,0.24
36001,3244,0.27
36003,272,0.31
36005,7937,0.13
36007,1309,0.27
36009,386,0.31
36011,502,0.33
36013,762,0.27
36015,520,0.32
36017,210,0.34
36019,605,0.3
36021,373,0.28
36023,425,0.29
36025,173,0.29
36027,2423,0.28
36029,8452,0.28
36031,190,0.36
36033,372,0.3
36035,290,0.32
36037,586,0.31
36039,185,0.28
36041,17,0.25
36043,289,0.33
36045,552,0.34
36047,21900,0.16
36049,132,0.36
36051,507,0.28
36053,426,0.32
36055,10547,0.28
36057,288,0.33
36059,9204,0.32
36061,26926,0.23
36063,995,0.32
36065,1010,0.3
36067,4866,0.28
36069,1290,0.34
36071,2632,0.27
36073,203,0.32
36075,576,0.37
36077,498,0.32
36079,742,0.34
36081,12006,0.22
36083,1157,0.28
36085,1978,0.28
36087,1865,0.27
36089,784,0.29
36091,1978,0.33
36093,1862,0.3
36095,111,0.35
36097,86,0.3
36099,249,0.36
36101,485,0.33
36103,9676,0.33
36105,298,0.31
36107,370,0.3
36109,2247,0.26
36111,1446,0.29
36113,478,0.38
36115,321,0.4
36117,1035,0.36
36119,9804,0.28
36121,161,0.29
36123,227,0.4
37001,1770,0.27
37003,133,0.32
37005,38,0.31
37007,62,0.21
37009,165,0.36
37011,95,0.28
37013,237,0.28
37015,46,0.11
37017,67,0.22
37019,463,0.33
37021,3802,0.25
37023,323,0.31
37025,1764,0.25
37027,241,0.38
37029,33,0.34
37031,205,0.31
37033,51,0.14
37035,879,0.32
37037,408,0.27
37039,62,0.28
37041,42,0.22
37043,27,0.37
37045,430,0.26
37047,112,0.25
37049,415,0.26
37051,1901,0.16
37053,80,0.32
37055,162,0.34
37057,494,0.32
37059,269,0.34
37061,106,0.19
37063,6310,0.18
37065,220,0.11
37067,3898,0.24
37069,288,0.26
37071,1101,0.29
37073,30,0.2
37075,19,0.23
37077,250,0.19
37079,33,0.24
37081,5543,0.18
37083,182,0.14
37085,363,0.28
37087,281,0.34
37089,709,0.3
37091,67,0.12
37093,194,0.15
37095,11,0.19
37097,1216,0.3
37099,362,0.3
37101,787,0.27
37103,24,0.32
37105,339,0.24
37107,217,0.24
37109,393,0.31
37111,168,0.31
37113,100,0.32
37115,191,0.3
37117,99,0.22
37119,15624,0.22
37121,38,0.25
37123,64,0.29
37125,506,0.31
37127,331,0.22
37129,1782,0.31
37131,45,-0.0
37133,969,0.27
37135,4572,0.26
37137,36,0.28
37139,147,0.15
37141,218,0.28
37143,32,0.36
37145,174,0.32
37147,2553,0.24
37149,64,0.35
37151,400,0.3
37153,94,0.25
37155,380,0.21
37157,373,0.23
37159,634,0.29
37161,211,0.29
37163,137,0.27
37165,76,0.2
37167,256,0.29
37169,189,0.35
37171,274,0.32
37173,115,0.2
37175,196,0.32
37177,10,0.36
37179,1927,0.3
37181,126,0.11
37183,13108,0.26
37185,61,0.1
37187,31,0.06
37189,987,0.25
37191,435,0.22
37193,692,0.35
37195,344,0.22
37197,176,0.38
37199,68,0.35
38001,2,0.57
38003,32,0.35
38005,9,0.37
38007,1,0.51
38009,16,0.22
38011,4,0.35
38013,5,0.05
38015,476,0.32
38017,1693,0.31
38019,6,0.48
38021,13,0.25
38023,5,0.39
38025,6,0.43
38027,4,0.21
38029,2,0.68
38031,18,0.38
38033,2,0.1
38035,926,0.32
38037,2,0.14
38039,2,0.08
38041,2,0.18
38043,4,0.45
38045,10,0.3
38049,10,0.47
38051,9,0.26
38053,17,0.39
38055,34,0.26
38057,9,0.45
38059,70,0.3
38061,20,0.29
38063,7,0.58
38065,4,0.58
38067,24,0.34
38069,33,0.32
38071,19,0.39
38073,14,0.61
38075,9,0.41
38077,39,0.42
38079,32,0.32
38081,10,0.27
38083,3,0.57
38085,2,0.04
38089,72,0.32
38091,4,0.57
38093,90,0.29
38095,5,0.31
38097,31,0.24
38099,28,0.43
38101,424,0.24
38103,10,0.6
38105,88,0.39
39001,94,0.37
39003,580,0.28
39005,209,0.35
39007,333,0.28
39009,1239,0.27
39011,227,0.38
39013,138,0.27
39015,144,0.39
39017,4908,0.29
39019,308,0.34
39021,147,0.28
39023,658,0.28
39025,2192,0.32
39027,228,0.33
39029,587,0.37
39031,118,0.39
39033,199,0.3
39035,12732,0.25
39037,214,0.35
39039,159,0.34
39041,3731,0.32
39043,532,0.32
39045,1315,0.3
39047,163,0.37
39049,23346,0.24
39051,211,0.36
39053,81,0.33
39055,616,0.36
39057,1727,0.26
39059,204,0.32
39061,12627,0.24
39063,533,0.36
39065,159,0.35
39067,28,0.4
39069,194,0.31
39071,167,0.32
39073,93,0.36
39075,75,0.34
39077,356,0.33
39079,96,0.37
39081,170,0.32
39083,422,0.3
39085,1663,0.33
39087,174,0.33
39089,1123,0.3
39091,214,0.35
39093,2387,0.31
39095,2971,0.27
39097,365,0.33
39099,889,0.3
39101,355,0.34
39103,1359,0.36
39105,52,0.35
39107,142,0.35
39109,716,0.3
39111,22,0.38
39113,5174,0.24
39115,45,0.35
39117,135,0.34
39119,564,0.36
39121,34,0.36
39123,216,0.35
39125,81,0.25
39127,151,0.38
39129,531,0.33
39131,91,0.32
39133,1589,0.3
39135,188,0.37
39137,202,0.42
39139,710,0.3
39141,526,0.29
39143,256,0.29
39145,228,0.31
39147,392,0.31
39149,249,0.36
39151,2186,0.32
39153,5221,0.28
39155,701,0.32
39157,295,0.31
39159,351,0.38
39161,116,0.37
39163,34,0.29
39165,2655,0.31
39167,294,0.31
39169,636,0.3
39171,149,0.34
39173,1858,0.3
39175,119,0.36
40001,52,0.38
40003,7,0.3
40005,15,0.31
40007,4,0.48
40009,30,0.35
40011,16,0.1
40013,99,0.37
40015,47,0.3
40017,654,0.28
40019,187,0.27
40021,217,0.23
40023,36,0.31
40025,4,0.32
40027,2837,0.26
40029,9,0.51
40031,349,0.23
40033,10,0.24
40035,26,0.34
40037,257,0.33
40039,98,0.28
40041,55,0.33
40043,7,0.54
40045,6,0.45
40047,172,0.34
40049,74,0.27
40051,115,0.24
40053,4,0.37
40055,7,0.58
40057,2,0.66
40059,4,0.3
40061,26,0.29
40063,32,0.36
40065,107,0.29
40067,1,0.87
40069,21,0.23
40071,90,0.31
40073,40,0.48
40075,4,0.02
40077,19,0.43
40079,109,0.38
40081,45,0.21
40083,105,0.22
40085,6,0.18
40087,158,0.33
40089,53,0.19
40091,43,0.29
40093,16,0.41
40095,28,0.25
40097,85,0.29
40099,35,0.42
40101,229,0.22
40103,17,0.28
40105,13,0.33
40107,20,0.29
40109,5151,0.22
40111,77,0.24
40113,128,0.14
40115,66,0.28
40117,43,0.3
40119,809,0.31
40121,92,0.46
40123,174,0.33
40125,244,0.29
40127,26,0.24
40129,6,0.18
40131,359,0.32
40133,53,0.33
40135,88,0.3
40137,76,0.36
40139,22,0.31
40141,8,0.19
40143,4949,0.24
40145,356,0.3
40147,218,0.26
40149,15,0.47
40151,35,0.41
40153,51,0.4
41001,44,0.19
41003,2447,0.25
41005,4365,0.26
41007,211,0.22
41009,334,0.31
41011,256,0.29
41013,73,0.2
41015,80,0.2
41017,1406,0.24
41019,328,0.25
41021,5,0.41
41023,20,0.4
41025,24,0.27
41027,272,0.25
41029,1803,0.24
41031,90,0.18
41033,498,0.3
41035,283,0.23
41037,23,0.23
41039,4588,0.2
41041,308,0.28
41043,1297,0.26
41045,67,0.19
41047,5195,0.24
41049,24,0.26
41051,16839,0.19
41053,1271,0.26
41055,15,0.34
41057,185,0.27
41059,296,0.23
41061,116,0.31
41063,30,0.22
41065,169,0.25
41067,7825,0.24
41069,4,0.13
41071,936,0.24
42001,610,0.34
42003,13929,0.27
42005,164,0.44
42007,749,0.32
42009,89,0.42
42011,2310,0.31
42013,400,0.32
42015,124,0.29
42017,6625,0.33
42019,1291,0.33
42021,502,0.36
42023,16,0.55
42025,268,0.35
42027,3191,0.28
42029,6202,0.31
42031,207,0.3
42033,266,0.36
42035,161,0.32
42037,322,0.32
42039,260,0.31
42041,3290,0.31
42043,2323,0.25
42045,7681,0.28
42047,118,0.36
42049,1591,0.32
42051,474,0.37
42053,12,0.22
42055,711,0.32
42057,30,0.35
42059,75,0.37
42061,187,0.34
42063,460,0.31
42065,139,0.39
42067,72,0.28
42069,956,0.31
42071,4556,0.29
42073,427,0.35
42075,855,0.32
42077,2223,0.3
42079,1023,0.31
42081,487,0.3
42083,183,0.33
42085,459,0.33
42087,118,0.29
42089,837,0.26
42091,10266,0.3
42093,141,0.31
42095,2411,0.28
42097,286,0.4
42099,196,0.4
42101,22472,0.2
42103,388,0.32
42105,35,0.32
42107,391,0.39
42109,202,0.3
42111,203,0.37
42113,9,0.33
42115,84,0.4
42117,154,0.34
42119,328,0.29
42121,159,0.39
42123,91,0.36
42125,948,0.33
42127,170,0.35
42129,1629,0.34
42131,113,0.36
42133,3112,0.32
44001,708,0.33
44003,1410,0.32
44005,829,0.28
44007,6058,0.24
44009,1702,0.3
45001,32,0.29
45003,606,0.27
45005,15,-0.09
45007,570,0.28
45009,20,0.25
45011,36,0.13
45013,767,0.3
45015,865,0.21
45017,13,0.0
45019,3903,0.25
45021,104,0.33
45023,81,0.26
45025,87,0.07
45027,45,0.19
45029,100,0.15
45031,156,0.31
45033,50,0.23
45035,659,0.23
45037,34,0.33
45039,67,0.15
45041,421,0.21
45043,158,0.27
45045,2859,0.29
45047,218,0.3
45049,52,0.08
45051,1329,0.27
45053,67,0.22
45055,351,0.23
45057,518,0.27
45059,126,0.27
45061,29,0.07
45063,1720,0.29
45065,13,0.37
45067,56,0.2
45069,38,0.13
45071,98,0.28
45073,218,0.26
45075,197,0.06
45077,632,0.32
45079,4065,0.21
45081,22,0.3
45083,1083,0.25
45085,329,0.18
45087,226,0.31
45089,42,0.17
45091,1737,0.24
46003,6,0.36
46005,52,0.38
46007,10,0.25
46009,19,0.51
46011,577,0.32
46013,211,0.33
46015,24,0.4
46017,2,0.02
46019,27,0.28
46021,3,0.65
46023,25,0.4
46025,12,0.65
46027,543,0.29
46029,272,0.42
46033,24,0.3
46035,96,0.33
46037,10,0.46
46039,21,0.43
46041,32,0.21
46043,8,0.5
46045,8,0.36
46047,18,0.18
46049,2,0.2
46051,24,0.35
46053,11,0.65
46055,3,0.5
46057,41,0.25
46059,3,0.61
46061,10,0.16
46063,3,0.67
46065,82,0.36
46067,25,0.44
46069,3,0.43
46071,13,0.3
46073,5,0.5
46075,1,0.41
46077,22,0.41
46079,45,0.34
46081,183,0.31
46083,170,0.4
46085,15,0.3
46087,29,0.27
46089,4,0.55
46091,4,0.08
46093,121,0.24
46095,1,-0.1
46097,9,0.3
46099,1972,0.31
46101,17,0.47
46103,742,0.27
46105,5,0.44
46107,5,0.3
46109,28,0.23
46111,4,0.3
46113,70,0.15
46115,19,0.32
46117,20,0.52
46119,2,0.37
46121,14,0.26
46123,5,0.44
46125,33,0.32
46127,116,0.34
46129,22,0.24
46135,116,0.33
46137,7,0.39
47001,275,0.29
47003,81,0.19
47005,23,0.22
47007,7,0.05
47009,610,0.32
47011,274,0.28
47013,54,0.37
47015,30,0.18
47017,51,0.26
47019,140,0.27
47021,135,0.28
47023,32,0.33
47025,91,0.32
47027,1,0.25
47029,73,0.27
47031,118,0.33
47033,21,0.29
47035,84,0.38
47037,7314,0.21
47039,17,0.15
47041,26,0.31
47043,206,0.34
47045,86,0.22
47047,72,0.34
47049,23,0.15
47051,95,0.17
47053,110,0.34
47055,42,0.2
47057,48,0.33
47059,138,0.33
47061,23,0.3
47063,186,0.27
47065,2168,0.25
47067,8,0.44
47069,31,0.18
47071,29,0.23
47073,100,0.34
47075,26,0.17
47077,28,0.4
47079,58,0.32
47081,44,0.34
47083,6,0.19
47085,25,0.29
47087,6,0.26
47089,210,0.35
47091,56,0.35
47093,4482,0.27
47095,20,0.03
47097,27,0.32
47099,65,0.29
47101,14,0.3
47103,60,0.38
47105,148,0.31
47107,107,0.23
47109,30,0.47
47111,28,0.36
47113,249,0.24
47115,44,0.33
47117,62,0.26
47119,355,0.26
47121,24,0.16
47123,73,0.32
47125,984,0.21
47127,12,0.21
47129,33,0.3
47131,59,0.26
47133,27,0.44
47135,5,0.17
47137,2,0.54
47139,29,0.33
47141,310,0.29
47143,35,0.31
47145,76,0.35
47147,185,0.34
47149,1453,0.23
47151,27,0.33
47153,8,0.15
47155,295,0.28
47157,5369,0.2
47159,18,0.29
47161,26,0.33
47163,690,0.34
47165,624,0.3
47167,148,0.26
47169,12,0.34
47171,46,0.33
47173,36,0.43
47175,2,0.42
47177,50,0.37
47179,1029,0.27
47181,15,0.48
47183,80,0.33
47185,59,0.31
47187,1817,0.32
47189,649,0.3
48001,94,0.28
48003,34,0.37
48005,130,0.25
48007,24,0.39
48009,8,0.31
48011,3,0.4
48013,65,0.25
48015,58,0.23
48017,16,0.36
48019,35,0.38
48021,300,0.25
48023,6,0.33
48025,45,0.32
48027,1214,0.21
48029,8039,0.22
48031,33,0.29
48035,30,0.27
48037,210,0.32
48039,1714,0.22
48041,2625,0.28
48043,28,0.24
48045,2,0.58
48047,1,0.7
48049,65,0.29
48051,27,0.41
48053,95,0.35
48055,124,0.28
48057,13,0.43
48059,20,0.29
48061,1144,0.28
48063,17,0.31
48065,11,0.25
48067,49,0.28
48069,18,0.39
48071,238,0.32
48073,114,0.38
48075,11,0.32
48077,9,0.33
48079,8,0.5
48081,2,0.59
48083,7,0.29
48085,5328,0.26
48087,8,0.05
48089,32,0.23
48091,619,0.27
48093,13,0.24
48095,6,0.43
48097,60,0.31
48099,153,0.29
48101,1,0.2
48103,16,0.19
48105,3,-0.17
48107,19,0.21
48109,2,0.71
48111,9,0.4
48113,14455,0.22
48115,14,0.2
48117,44,0.34
48119,8,0.52
48121,4671,0.25
48123,19,0.19
48125,4,0.38
48127,8,-0.05
48129,2,0.1
48131,7,0.06
48133,22,0.13
48135,708,0.27
48137,5,0.21
48139,654,0.25
48141,3238,0.24
48143,156,0.32
48145,23,0.22
48147,57,0.3
48149,37,0.35
48151,6,0.48
48153,23,0.2
48155,1,0.86
48157,3957,0.22
48159,14,0.34
48161,23,0.25
48163,8,0.39
48165,83,0.38
48167,1813,0.27
48169,10,0.41
48171,43,0.28
48173,3,0.2
48175,11,0.31
48177,31,0.37
48179,26,0.26
48181,310,0.36
48183,327,0.29
48185,74,0.22
48187,558,0.2
48189,146,0.27
48191,2,0.31
48193,10,0.05
48195,15,0.36
48197,3,0.29
48199,75,0.31
48201,24894,0.22
48203,85,0.28
48205,2,-0.11
48207,2,0.22
48209,2175,0.22
48211,23,0.44
48213,82,0.3
48215,1976,0.25
48217,61,0.3
48219,103,0.28
48221,130,0.34
48223,55,0.24
48225,27,0.35
48227,33,0.27
48229,4,0.13
48231,190,0.25
48233,28,0.25
48235,2,0.76
48237,14,0.29
48239,11,0.23
48241,38,0.28
48243,4,0.21
48245,466,0.2
48247,3,0.28
48249,91,0.22
48251,628,0.3
48253,35,0.15
48255,48,0.23
48257,503,0.26
48259,172,0.25
48261,2,0.54
48265,141,0.35
48267,3,0.29
48269,1,0.03
48271,4,-0.1
48273,41,0.29
48275,3,0.06
48277,72,0.29
48279,40,0.28
48281,51,0.21
48283,16,0.25
48285,18,0.34
48287,34,0.27
48289,27,0.27
48291,130,0.36
48293,41,0.2
48295,3,0.15
48297,6,0.05
48299,22,0.34
48303,2892,0.27
48305,22,0.26
48307,10,0.52
48309,1565,0.25
48313,16,0.33
48315,9,0.23
48317,4,0.05
48319,8,0.12
48321,51,0.24
48323,53,0.41
48325,89,0.34
48327,3,0.16
48329,476,0.31
48331,53,0.27
48333,2,0.56
48335,5,0.36
48337,23,0.25
48339,2170,0.28
48341,28,0.28
48343,14,0.45
48347,258,0.23
48349,60,0.26
48351,5,0.66
48353,15,0.26
48355,674,0.27
48357,13,0.13
48359,4,0.2
48361,100,0.32
48363,51,0.28
48365,24,0.34
48367,380,0.35
48369,15,0.33
48371,15,0.23
48373,57,0.26
48375,394,0.26
48377,13,0.16
48379,13,0.21
48381,811,0.29
48383,3,0.7
48385,2,0.36
48387,11,0.16
48389,20,0.37
48391,4,0.19
48395,26,0.17
48397,635,0.28
48399,8,0.37
48401,56,0.21
48403,8,0.57
48405,7,0.1
48407,17,0.25
48409,92,0.26
48411,4,0.38
48413,2,0.15
48415,23,0.43
48417,5,0.51
48419,23,0.22
48421,2,0.0
48423,936,0.28
48425,15,0.21
48427,67,0.31
48429,4,0.21
48431,1,0.94
48433,2,0.22
48435,24,0.21
48437,14,0.4
48439,10213,0.23
48441,764,0.24
48445,53,0.29
48449,51,0.23
48451,365,0.27
48453,15788,0.22
48455,12,0.31
48457,22,0.37
48459,65,0.28
48461,6,0.28
48463,30,0.28
48465,63,0.29
48467,154,0.33
48469,133,0.26
48471,382,0.17
48473,163,0.05
48475,22,0.27
48477,66,0.38
48479,606,0.31
48481,45,0.27
48483,3,0.23
48485,257,0.24
48487,14,0.17
48489,26,0.32
48491,4112,0.26
48493,102,0.27
48495,13,0.36
48497,185,0.29
48499,145,0.35
48501,24,0.21
48503,26,0.32
48505,13,0.28
48507,6,0.47
49001,92,0.36
49003,258,0.3
49005,2636,0.3
49007,81,0.29
49009,4,0.49
49011,2834,0.28
49013,69,0.31
49015,26,0.37
49017,11,0.22
49019,64,0.26
49021,544,0.3
49023,40,0.26
49025,29,0.35
49027,29,0.28
49029,63,0.3
49031,4,-0.08
49033,18,0.24
49035,11492,0.25
49037,42,0.23
49039,92,0.4
49041,50,0.26
49043,656,0.27
49045,364,0.27
49047,112,0.29
49049,7812,0.28
49051,220,0.27
49053,915,0.29
49055,8,0.04
49057,1915,0.26
50001,581,0.28
50003,370,0.3
50005,271,0.32
50007,5090,0.26
50009,40,0.46
50011,284,0.36
50013,92,0.24
50015,274,0.31
50017,285,0.28
50019,217,0.36
50021,556,0.32
50023,1045,0.25
50025,558,0.26
50027,702,0.29
51001,113,0.24
51003,1534,0.26
51005,23,0.34
51007,31,0.37
51009,150,0.3
51011,43,0.28
51013,4922,0.26
51015,298,0.3
51017,15,0.47
51019,317,0.26
51021,32,0.27
51023,414,0.3
51025,32,0.33
51027,80,0.4
51029,48,0.22
51031,121,0.24
51033,117,0.2
51035,72,0.35
51036,23,-0.01
51037,37,0.28
51041,3033,0.25
51043,84,0.27
51045,15,0.26
51047,249,0.3
51049,18,0.1
51051,23,0.44
51053,52,0.26
51057,46,0.22
51059,12047,0.26
51061,460,0.29
51063,53,0.14
51065,244,0.28
51067,174,0.27
51069,458,0.31
51071,75,0.26
51073,169,0.36
51075,447,0.29
51077,33,0.25
51079,121,0.28
51081,1,0.16
51083,174,0.23
51085,1669,0.32
51087,2610,0.25
51089,140,0.29
51091,6,0.1
51093,183,0.29
51095,1299,0.27
51097,32,0.12
51099,155,0.25
51101,76,0.27
51103,62,0.32
51105,20,0.49
51107,3843,0.27
51109,145,0.29
51111,18,0.44
51113,70,0.34
51115,28,0.3
51117,82,0.25
51119,53,0.32
51121,1582,0.27
51125,95,0.21
51127,155,0.26
51131,46,0.3
51133,46,0.25
51135,36,0.35
51137,292,0.24
51139,68,0.31
51141,43,0.25
51143,161,0.29
51145,145,0.34
51147,209,0.3
51149,83,0.17
51153,2715,0.2
51155,116,0.24
51157,42,0.27
51159,38,0.34
51161,425,0.31
51163,34,0.33
51165,329,0.32
51167,76,0.36
51169,60,0.37
51171,144,0.34
51173,104,0.33
51175,24,0.31
51177,901,0.24
51179,1187,0.24
51181,16,0.2
51183,30,0.3
51185,141,0.37
51187,151,0.31
51191,140,0.28
51193,73,0.28
51195,131,0.38
51197,102,0.33
51199,390,0.33
51510,2423,0.21
51520,82,0.28
51530,56,0.33
51540,2315,0.23
51550,1361,0.22
51570,75,0.22
51580,35,0.32
51590,315,0.23
51595,36,0.03
51600,1094,0.25
51610,342,0.29
51620,31,0.09
51630,356,0.24
51640,59,0.34
51650,844,0.1
51660,1574,0.25
51670,87,0.16
51678,250,0.29
51680,985,0.23
51683,543,0.22
51685,452,0.24
51690,146,0.18
51700,1036,0.16
51710,1542,0.19
51720,20,0.22
51730,197,0.06
51735,66,0.44
51740,382,0.15
51750,421,0.26
51760,3341,0.18
51770,744,0.26
51775,222,0.28
51790,305,0.22
51800,507,0.21
51810,3166,0.27
51820,174,0.27
51830,46,0.27
51840,303,0.27
53001,130,0.26
53003,68,0.28
53005,1622,0.26
53007,673,0.25
53009,351,0.29
53011,5475,0.24
53013,9,0.27
53015,1003,0.27
53017,228,0.2
53019,16,0.37
53021,696,0.22
53023,12,0.39
53025,505,0.24
53027,355,0.25
53029,802,0.3
53031,229,0.26
53033,46613,0.22
53035,2445,0.25
53037,1389,0.24
53039,163,0.26
53041,315,0.23
53043,47,0.34
53045,274,0.29
53047,224,0.25
53049,100,0.32
53051,45,0.26
53053,9217,0.23
53055,152,0.21
53057,1460,0.24
53059,78,0.28
53061,7788,0.24
53063,7227,0.26
53065,206,0.29
53067,3804,0.24
53069,16,0.12
53071,613,0.25
53073,4141,0.25
53075,1665,0.24
53077,1848,0.24
54001,29,0.22
54003,508,0.27
54005,45,0.44
54007,38,0.26
54009,48,0.25
54011,510,0.25
54013,14,0.54
54015,14,0.42
54017,8,0.18
54019,103,0.37
54021,43,0.46
54023,12,0.5
54025,92,0.42
54027,40,0.35
54029,114,0.25
54031,27,0.27
54033,177,0.33
54035,108,0.33
54037,379,0.29
54039,1132,0.31
54041,40,0.29
54043,28,0.36
54045,52,0.27
54047,24,0.3
54049,254,0.35
54051,38,0.24
54053,45,0.27
54055,134,0.31
54057,82,0.39
54059,28,0.35
54061,1852,0.27
54063,35,0.29
54065,48,0.27
54067,54,0.35
54069,202,0.23
54071,11,0.45
54073,16,0.27
54075,16,0.28
54077,63,0.34
54079,243,0.36
54081,224,0.32
54083,64,0.22
54085,13,0.43
54087,22,0.4
54089,12,0.17
54091,35,0.32
54093,16,0.25
54095,23,0.44
54097,89,0.31
54099,84,0.28
54101,26,0.35
54103,31,0.29
54105,14,0.38
54107,282,0.32
54109,21,0.34
55001,41,0.4
55003,188,0.32
55005,399,0.38
55007,89,0.37
55009,3202,0.35
55011,79,0.41
55013,68,0.46
55015,184,0.42
55017,526,0.33
55019,175,0.42
55021,521,0.35
55023,124,0.33
55025,15097,0.27
55027,642,0.39
55029,268,0.3
55031,331,0.33
55033,498,0.34
55035,1585,0.31
55037,15,0.46
55039,936,0.41
55041,31,0.29
55043,620,0.33
55045,370,0.38
55047,113,0.37
55049,197,0.38
55051,29,0.36
55053,109,0.32
55055,689,0.36
55057,229,0.3
55059,1982,0.31
55061,218,0.39
55063,3307,0.33
