CountyNo,sum,count,average
232,4.822414935019613,9,0.5358238816688459
233,11.478515750590443,50,0.22957031501180886
235,16.17756914750254,35,0.4622162613572154
237,7.834637795876882,31,0.2527302514798994
239,16.618813145018585,74,0.22457855601376467
240,0.749282047507,2,0.3746410237535
241,6.4075509413960114,18,0.35597505229977844
243,0.41369075054001797,4,0.10342268763500449
245,63.13933023716701,318,0.19855135294706608
247,7.027429497734468,128,0.05490179295105053
249,2.9044121456637644,9,0.32271246062930714
251,60.46009877244117,199,0.3038195918213124
253,1.5056219138821039,6,0.25093698564701733
255,15.177228883495443,80,0.18971536104369305
257,41.05307155618016,165,0.24880649427987975
259,8.978132934361192,51,0.1760418222423763
261,4.23377741119341,19,0.22283039006281105
263,0.370501765402159,1,0.370501765402159
265,13.614641086530515,44,0.3094236610575117
267,4.9245259309673255,15,0.32830172873115504
269,2.327011457069589,7,0.33243020815279845
270,0.815543872533915,2,0.4077719362669575
271,-1.293037640144635,5,-0.258607528028927
273,3.2611350105605754,16,0.20382093816003596
275,7.5200703180654935,37,0.20324514373149982
277,17.48973593092238,64,0.27327712392066217
279,5.389326257491044,22,0.244969375340502
280,3.084568842469812,8,0.3855711053087265
281,3.72964271918779,17,0.21939074818751705
283,5.57934785751233,17,0.3281969327948429
285,21.40514784879857,82,0.26103838839998256
287,2.48791352055735,17,0.14634785415043236
289,0.7787832802594701,3,0.2595944267531567
290,1.732800979296824,4,0.433200244824206
291,17.438780850736848,58,0.30066863535753185
293,3.644480326898138,17,0.21438119569989048
295,23.9023059241084,67,0.3567508346881851
297,16.520545760497708,60,0.27534242934162845
299,4.67848435060512,35,0.13367098144586056
301,1.292533307464807,2,0.6462666537324036
303,194.17797649418722,797,0.24363610601529137
305,2.586774592261519,26,0.09949133047159689
307,1.912140185127701,5,0.3824280370255402
309,118.55493752820685,468,0.25332251608591205
311,6.805393848035787,29,0.23466875338054438
313,19.801822614123505,96,0.2062689855637865
315,1.979591853903261,4,0.4948979634758153
317,1.610912937980902,7,0.23013041971155743
319,1.8128033402909962,8,0.22660041753637453
321,0.4756988365008765,20,0.023784941825043825
323,4.173285635868923,9,0.4636984039854359
325,2.8248852128065813,19,0.14867816909508322
327,0.148594282386355,1,0.148594282386355
329,38.73184054960349,129,0.3002468259659185
331,4.700980843477007,25,0.18803923373908027
335,1.02120484906608,1,1.02120484906608
337,2.0740638036422783,8,0.2592579754552848
339,240.48871027365715,859,0.2799635742417429
341,0.738774213607089,3,0.24625807120236298
343,1.9245105179072943,6,0.32075175298454905
347,15.618534473017524,56,0.2789024013038844
349,4.222476287196531,15,0.2814984191464354
351,0.967810426433846,2,0.483905213216923
353,2.5764846966280377,6,0.42941411610467295
355,42.1076427166457,176,0.23924796998094147
357,1.1797813386318512,4,0.2949453346579628
359,0.5149483366552754,3,0.17164944555175846
361,8.473339418429596,21,0.4034923532585522
363,1.0684545391511522,10,0.10684545391511521
365,0.7524877708229091,5,0.15049755416458183
367,39.48660629009748,124,0.31844037330723773
369,0.5544037207250123,6,0.09240062012083539
371,0.7864923136214155,3,0.26216410454047184
373,10.181992232283916,26,0.39161508585707366
375,21.487402052884164,87,0.246981632791772
377,-0.4186437338967033,6,-0.06977395564945055
379,0.7391565367044245,4,0.18478913417610612
381,43.6752272624542,169,0.2584332974109716
383,0.208411964118401,1,0.208411964118401
385,0.717635677481018,1,0.717635677481018
387,0.0,0,
389,3.0381049943046623,9,0.33756722158940694
391,0.3263860320737391,2,0.16319301603686956
395,0.6923151346879627,7,0.09890216209828039
397,31.46242275434715,193,0.16301773447848264
399,0.6884732476523447,3,0.22949108255078157
401,1.898469829424372,13,0.1460361407249517
403,1.0428597495272238,2,0.5214298747636119
405,1.078392093849818,2,0.539196046924909
407,2.584429766050326,5,0.5168859532100651
409,7.355363264452739,24,0.3064734693521975
411,0.0,0,
413,-0.5126450480037237,2,-0.25632252400186184
415,1.995717568751065,3,0.6652391895836883
417,1.300286240710852,2,0.650143120355426
419,1.860652675574068,8,0.2325815844467585
423,92.44175930838541,259,0.3569179896076657
425,1.2207663521480645,5,0.2441532704296129
427,5.670495612689679,20,0.28352478063448394
433,0.0670984229488821,1,0.0670984229488821
435,5.105154331389868,24,0.21271476380791118
437,0.974989611272685,2,0.4874948056363425
439,662.9131556062434,3092,0.2143962340253051
441,46.38415879508113,199,0.23308622510091018
445,4.51343791138992,11,0.41031253739908363
447,0.0,0,
449,2.632036640406001,10,0.2632036640406001
451,26.35692454902295,94,0.280392814351308
453,1275.906087912566,5807,0.2197186306031627
455,0.5807178688081646,2,0.2903589344040823
457,2.215604911860549,4,0.5539012279651373
459,4.215341325791628,9,0.468371258421292
463,2.0358805331950647,8,0.2544850666493831
465,6.270777093562524,21,0.29860843302678686
467,9.845080411275227,26,0.378656938895201
469,10.244528514237146,44,0.2328301935053897
471,12.341719207316336,81,0.15236690379402884
473,1.4241400882866322,16,0.08900875551791451
475,0.502611818374952,1,0.502611818374952
477,6.616554537383518,15,0.4411036358255679
479,40.365866097399774,136,0.29680783895146895
481,3.5513975792011507,12,0.29594979826676254
483,0.577949041580239,1,0.577949041580239
485,16.304533994254943,81,0.2012905431389499
487,0.4691078507136487,4,0.11727696267841217
489,-0.8430263859404329,5,-0.16860527718808657
491,340.54558246641767,1375,0.24766951452103103
493,6.240050304477016,25,0.24960201217908065
495,1.7620039200203181,4,0.44050098000507953
497,8.46924336145764,39,0.2171600861912215
499,7.692917762200754,21,0.36632941724765494
501,-0.048364623067997825,3,-0.01612154102266594
503,2.628075567322654,7,0.37543936676037915
505,0.6289785108558203,6,0.10482975180930339
510,901.3934102062875,4560,0.1976739934662911
520,6.939440413201771,21,0.33044954348579864
530,2.875394727826134,11,0.2613995207114667
540,158.71532156099744,706,0.2248092373385233
550,86.02437902545921,374,0.2300117086242225
570,2.5360264177749254,16,0.15850165111093284
580,1.0910742610218518,8,0.13638428262773147
590,25.285074792184528,101,0.2503472751701438
595,-0.11957274122403805,5,-0.02391454824480761
600,97.88476789324942,382,0.2562428478880875
601,53.09117998618839,345,0.15388747822083593
610,34.94554747163578,116,0.30125471958306704
620,1.9201122392319827,9,0.2133458043591092
630,15.666449174457316,80,0.19583061468071644
640,8.287096947920306,26,0.3187344979969348
650,35.66448468069835,242,0.14737390363924938
660,96.84813528676837,390,0.2483285520173548
670,4.985212438836302,21,0.23739106851601438
678,16.39692366527579,64,0.2562019322699342
680,71.00152482578534,287,0.24739207256371198
683,27.56483584769905,124,0.22229706328789559
685,40.745654837742904,146,0.2790798276557733
690,4.470078956559485,22,0.20318540711634023
700,66.33553460870768,291,0.22795716360380644
710,74.22907535404295,392,0.1893598861072524
720,0.917657529745913,5,0.1835315059491826
730,10.101480462283929,49,0.2061526624955904
735,6.830169286825211,18,0.3794538492680673
740,13.742361265361417,97,0.14167382747795276
750,22.47651523922056,100,0.2247651523922056
760,203.0536244251071,957,0.21217724600324672
770,57.87666579416606,248,0.23337365239583088
775,18.042761058918966,60,0.3007126843153161
790,17.74392673120043,91,0.19498820583736734
800,30.26791894170015,127,0.23833007040708779
810,219.83936164673653,784,0.2804073490392048
820,17.240379345245614,52,0.3315457566393387
830,-1.060039144025275,4,-0.26500978600631875
840,26.277163732479497,76,0.3457521543747302
