metroNo,sum,count,avgScore
25420,401.1439980801249,1354,0.29626587745947186
25500,125.72017188927128,485,0.25921684925622945
25540,1053.0259449252278,3960,0.2659156426578858
25620,79.13913935284074,359,0.22044328510540598
25860,115.81341154871474,355,0.3262349621090556
25980,11.05202722302987,81,0.13644478053123296
26100,309.0643949872493,960,0.321942078111718
26180,226.07100946768833,1126,0.20077354304412817
26300,26.649612094929925,84,0.31725728684440385
26380,28.99967347049979,91,0.31867773044505265
26420,2345.7307677175822,10456,0.22434303440298223
26580,53.31791168093827,228,0.23385048982867665
26620,157.72551125295513,602,0.26200251038696865
26820,47.41671654173566,171,0.2772907400101501
26900,1869.5088494199688,7013,0.2665776200513288
26980,355.60855205186573,1347,0.26400040983805917
27060,157.9770165019927,614,0.257291557820835
27100,100.21812252394555,336,0.298268221797457
27140,121.13328779734036,550,0.22024234144970975
27180,17.74695611463555,76,0.23351258045573095
27260,637.0120699661982,2443,0.26074992630626204
27340,65.28647807100435,242,0.26977883500415023
27500,117.50142553018831,356,0.3300601840735627
27620,61.86153612333432,206,0.30029871904531225
27740,93.18155504740398,359,0.25955864915711413
27780,44.948205605652944,122,0.36842791480043396
27860,48.08138960948398,180,0.26711883116379986
27900,66.56328501135786,292,0.22795645551834884
28020,227.21944458215185,854,0.2660649233983043
28100,41.881538937253744,122,0.343291302764375
28140,1764.1089568156256,6751,0.26131076237825884
28420,145.82222031907992,629,0.2318318288061684
28660,69.36485174308402,328,0.21147820653379273
28700,89.67862475365891,276,0.3249225534552859
28740,149.65967576820404,507,0.29518673721539257
28940,442.9728061307258,1702,0.26026604355506805
29020,40.759235407379684,118,0.34541724921508205
29100,178.95018678580905,628,0.2849525267289953
29140,192.47541347897462,692,0.2781436610967841
29180,100.54624527709566,312,0.3222636066573579
29340,40.18118646151125,116,0.3463895384613039
29420,29.3651442711654,85,0.3454722855431223
29460,154.68928375099333,589,0.26263036290491226
29540,419.4574325486169,1414,0.2966459919014264
29620,362.2573223660198,1589,0.22797817644179977
29700,40.365866097399774,136,0.29680783895146895
29740,60.52990114117748,267,0.22670374959242504
29820,548.2112210687511,2480,0.22105291172127062
29940,122.36033246667284,482,0.25385961092670717
30020,15.93029834806354,83,0.1919313053983559
30140,78.98144476424416,223,0.3541768823508707
30300,18.51076755954002,58,0.31915116481965555
30340,68.1412036416595,285,0.23909194260231403
30460,364.3396585382935,1450,0.2512687300264093
30620,41.96411666498104,138,0.3040878019201525
30700,366.97064031394956,1291,0.28425301341127
30780,291.987134139788,1272,0.22954963375769497
30860,163.50527077241148,575,0.2843569926476721
30980,29.39396447814805,118,0.2491013938826106
31020,61.79267151405398,239,0.25854674273662753
31100,6684.42046325158,32413,0.2062265283451572
31140,1144.6520532332374,4763,0.24032165719782436
31180,192.3563351188964,787,0.24441719837216824
31340,129.93349252084474,503,0.258317082546411
31420,73.74873130926575,268,0.2751818332435289
31460,51.001843598663065,213,0.2394452751110942
31540,1092.5211719770045,4258,0.2565808294920161
31700,269.96942589837437,919,0.29376433721259454
31740,105.14723466948428,418,0.25154840830020164
31860,113.88044979066453,390,0.29200115330939624
31900,59.15466297326498,186,0.31803582243690853
32420,2.174325128778597,5,0.43486502575571945
32580,120.69927567498097,508,0.23759699936019876
32780,99.28279821379401,427,0.23251240799483375
32820,417.32325709870435,1991,0.20960485037604437
32900,89.6725462398644,447,0.2006097231316877
33100,1766.1677005454162,7347,0.24039304485441898
33140,32.24883447951567,134,0.24066294387698262
33260,38.73184054960349,129,0.3002468259659185
33340,1418.780527930635,5756,0.24648723556821314
33460,4042.10343759787,15428,0.2619978893957655
33540,125.47833353792429,596,0.2105341166743696
33660,120.80126654578353,555,0.2176599397221325
33700,164.0967332963031,787,0.20850919097370155
33740,19.10119842873526,91,0.20990327943665119
33780,77.47981486970171,215,0.36037123195210097
33860,68.5596086318731,346,0.198149157895587
34060,121.230002702888,452,0.2682079705816106
34100,34.57969978312356,100,0.3457969978312356
34580,90.67384233761355,382,0.23736607941783652
34620,120.27767868470704,451,0.2666910835581087
34740,78.83798162454487,286,0.27565727840749954
34820,79.9010697359455,295,0.2708510838506627
34900,49.640128800594226,279,0.17792160860428038
34940,88.5381002638061,320,0.2766815633243941
34980,927.800480706998,3828,0.24237212139681244
35300,621.0341578606881,2567,0.24192994073264046
35380,553.274160167906,2698,0.20506825803109932
35620,10953.830576107164,46187,0.2371626339902389
35660,82.30100873117806,274,0.3003686450042995
35980,266.0799111407891,888,0.2996395395729607
36100,55.750319708483886,207,0.26932521598301395
36140,38.80128436936482,107,0.36262882588191425
36220,67.34318164487307,238,0.28295454472635745
36260,373.1316402809651,1456,0.2562717309622013
36420,563.5327628753224,2362,0.23858288013349807
36500,249.71842421278615,1091,0.2288894814049369
36540,757.8892857535797,2738,0.2768039758048136
36740,1051.400705423479,4486,0.23437376402663374
36780,136.30120430047322,422,0.3229886357831119
36980,59.90028297830886,165,0.36303201805035673
37100,438.09807976569846,1787,0.24515841061314966
37340,163.88586009891975,724,0.22636168521950242
37380,38.48869690011515,131,0.2938068465657645
37460,25.487033417655162,96,0.2654899314339079
37620,49.39206690359637,203,0.2433106744019526
37700,33.4269513106438,135,0.24760704674550965
37860,110.19398201295003,403,0.2734341985433003
37900,149.19312512533673,491,0.3038556519864292
37980,5346.92437846909,20867,0.2562382890913447
38060,2016.1537874541475,8315,0.24247189265834607
38220,4.276040711047441,30,0.14253469036824803
38300,1463.9352296006903,5686,0.25746310756255547
38340,102.28046992674301,500,0.20456093985348603
38540,86.92066396791205,355,0.24484694075468183
38660,3.6929842529129298,18,0.2051657918284961
38860,541.0887771819235,2169,0.2494646275619749
38900,2372.031855960633,11615,0.20422142539480267
38940,197.1554349148627,720,0.2738269929373093
39100,424.8057309102133,1585,0.2680162340127529
39140,57.01194578290138,235,0.24260402460809097
39300,1428.9321787970066,5380,0.26560077672806814
39340,621.3779857820921,2388,0.26020853675967004
39380,50.173832810996885,197,0.2546895066548065
39460,38.33041399582756,97,0.39515890717348
39540,108.2765450612874,462,0.2343648161499727
39580,1106.5709588028174,4304,0.25710291793745754
39660,55.9340964221799,223,0.2508255444940803
39740,159.52887066580655,530,0.3009978691807671
39820,64.88803664713973,296,0.21921634002412071
39900,253.6578175095947,1119,0.22668258937407929
40060,1030.665449369725,4103,0.2511980134949366
40140,1303.6027782646356,6620,0.19691884868045856
40220,172.03429780118387,619,0.2779229366739642
40340,268.9914760727683,931,0.2889274716141443
40380,1312.5503670891965,4658,0.281784106287934
40420,267.18160793130505,846,0.31581750346489956
40580,29.15744588568922,151,0.19309566811714715
40660,33.44962181883429,94,0.35584704062589667
40900,2379.4759264592617,10246,0.23223462097006262
40980,74.68624185979361,253,0.2952025369952317
41060,139.7399776415447,441,0.3168706975998746
41100,62.341826400472236,247,0.252396058301507
41140,37.99456912573782,117,0.3247399070575882
41180,1782.3983664709665,6826,0.261119010616901
41420,267.6166621536589,1137,0.23537085501641067
41500,151.08157462829178,733,0.2061140172282289
41540,62.245953089830685,260,0.23940751188396417
41620,940.8996124732859,3912,0.24051626085717942
41660,27.888635849674955,96,0.2905066234341141
41700,590.9574588814799,2679,0.22058882377061584
41740,2345.7871647587867,10155,0.23099824369855113
41780,44.82177862307614,146,0.3069984837196996
41860,4792.850146689054,22866,0.2096059716036497
41900,1.1778864294835971,3,0.3926288098278657
41940,1473.670252498101,6514,0.22623123311300292
41980,26.24189836230293,140,0.18744213115930664
42020,246.6301984889685,1017,0.2425075698023289
42060,238.8991447515474,1020,0.2342148477956347
42100,202.14262337953855,951,0.2125579635957293
42140,58.57705278977203,295,0.19856628064329504
42220,323.3623597513874,1519,0.21287844618261184
42260,239.85942468215723,771,0.3111017181350937
42340,143.63736022470573,601,0.23899727158852868
42540,173.09234050169897,591,0.29288044078121656
42660,4141.4048179815345,19128,0.21651008040472264
42680,67.32813774814784,207,0.32525670409733254
43100,75.17078644220513,246,0.30557230261058993
43300,28.82357762477101,81,0.35584663734285193
43340,74.70975885051526,372,0.20083268508203025
43580,71.44375488599654,223,0.32037558244841496
43620,216.28274409759678,736,0.2938624240456478
43780,210.1335491010761,822,0.2556369210475378
43900,77.7910329914095,283,0.2748799752346625
44060,414.4461690917538,1717,0.24137808333823751
44100,140.8187938817151,555,0.25372755654363083
44140,571.2862615945363,2198,0.25991185695838775
44180,327.69430376690394,1097,0.2987185996051996
44220,47.59365146385902,192,0.2478836013742657
44300,198.16545955484713,771,0.2570239423538873
44700,198.1320829037557,1085,0.18261021465783936
44940,14.508104794988958,101,0.14364460193058373
45060,448.6757752843566,1571,0.28559883850054524
45220,150.70371804734592,738,0.2042055800099538
45300,1398.4576180069046,5355,0.26114988198074784
45460,79.97607967287635,276,0.28976840461187087
45500,30.20887962951292,78,0.387293328583499
45780,331.79435841734517,1200,0.276495298681121
45820,92.23275562559849,366,0.25200206455081553
45940,322.1807557693247,1196,0.2693819028171611
46060,412.70058265540644,1884,0.21905551096359152
46140,399.1104783874587,1590,0.2510128794889678
46220,78.66149603689415,304,0.2587549211739939
46340,92.44175930838541,259,0.3569179896076657
46540,107.02739202024281,379,0.28239417419589136
46660,34.00414160397787,123,0.27645643580469814
46700,202.96982763730603,1031,0.19686695212153835
47020,13.402535283411678,55,0.24368245969839417
47220,25.219526596394935,111,0.2272029423098643
47260,701.4417659489712,2934,0.2390735398599084
47300,108.42469889080238,498,0.21772027889719353
47380,118.55493752820685,468,0.25332251608591205
47580,31.173701625132068,197,0.1582421402290968
47900,5274.0182188324125,24935,0.21151065646009273
47940,192.72299941773187,666,0.2893738729995974
48140,104.44157824904416,287,0.3639079381499796
48260,23.78306895142617,97,0.24518627784975433
48300,30.608394010813853,186,0.16456125812265512
48540,21.409558408852053,112,0.19115677150760763
48620,201.9383220647382,806,0.2505438239016603
48660,18.48617320944271,85,0.217484390699326
48700,41.07709299710813,130,0.31597763843929333
48900,206.89002285257385,698,0.2964040442013952
49020,61.75989239072689,206,0.29980530286760626
49180,282.1893917646865,1111,0.2539958521734352
49340,591.9113569933035,2222,0.26638674932191875
49420,141.3866321521794,601,0.23525229975404227
49500,1.8808632434928827,6,0.3134772072488138
49620,270.88358643555966,876,0.3092278383967576
49660,131.45339908346452,447,0.29407919258045756
49700,84.36009767493155,276,0.305652527807723
49740,53.45239600565588,166,0.3220023855762402
99001,255.63232305167327,855,0.2989851731598518
99002,82.01015287087712,272,0.30150791496646
99003,67.21049656894239,229,0.2934956182049886
99004,177.303322916619,667,0.2658220733382594
99005,430.90508067904585,1670,0.25802699441859034
99006,337.62193829570094,1298,0.26010935153751996
99007,199.86762003659683,656,0.30467625005578786
99008,101.18989561201668,374,0.27056121821394835
99009,205.12232123421472,586,0.35003809084336984
99010,482.9396355272112,1793,0.26934725907819923
99011,85.7598579592987,454,0.18889836554911607
99012,234.53044648233373,870,0.2695752258417629
99013,428.94913266078424,1344,0.3191585808487978
99014,462.39038354282167,1410,0.3279364422289515
99015,552.3067156017063,1813,0.30463690877093563
99016,303.0754223380572,980,0.3092606350388339
99017,522.5891724087861,1710,0.3056077031630328
99018,124.88213656092624,525,0.23787073630652616
99019,246.1279476904146,980,0.2511509670310353
99020,154.69880284322693,544,0.28437279934416715
99021,18.0829656179067,94,0.19237197465858194
99022,696.0948437535079,2311,0.3012093655359186
99023,604.1816249237406,1892,0.3193348968941547
99024,246.8352601187485,1052,0.23463427767941872
99025,422.1123128999552,1377,0.3065448895424511
99026,214.85162009694608,873,0.24610723951540214
99027,275.3051191618987,873,0.3153552338624269
99028,52.44852696908281,199,0.2635604370305669
99029,337.9306332833295,1221,0.27676546542451225
99030,118.64741407247669,524,0.22642636273373415
99031,739.4903333595095,2443,0.3026976395249732
99032,615.706340149863,2291,0.26875003934956915
99033,94.20005858792463,324,0.2907409215676686
99034,844.6533851032216,2754,0.3067005755639875
99035,266.49449691955357,953,0.2796374574182094
99036,308.03739714232717,1265,0.2435078238279266
99037,601.0236868677018,1918,0.31335958647951084
99038,202.89463267372565,734,0.2764232052775554
99039,223.52949520764847,714,0.3130665198986673
99040,254.42220278597358,906,0.28081920837303925
99041,362.58998881371315,1334,0.2718065883161268
99042,152.506605473035,540,0.2824196397648796
99043,445.1466960889355,1619,0.2749516343971189
99044,374.91440422991724,1316,0.2848893649163505
99045,432.37278561152135,1751,0.2469290608860773
99046,155.06744063490598,500,0.310134881269812
99047,982.7788951107774,2908,0.33795697906147776
99048,99.76496553923441,439,0.22725504678641095
99066,8.463549873647311,24,0.3526479114019713
99072,6.921037771262953,28,0.24717992040224832
99078,2.6726636849546987,35,0.07636181957013426
