fips,count,avgScore,year
01001,42,0.32,2021
01003,232,0.29,2021
01005,17,0.26,2021
01007,13,0.36,2021
01009,31,0.29,2021
01011,6,0.19,2021
01013,5,0.35,2021
01015,84,0.2,2021
01017,17,0.18,2021
01019,14,0.11,2021
01021,14,0.24,2021
01023,10,0.26,2021
01025,12,0.1,2021
01027,5,0.22,2021
01029,4,0.23,2021
01031,36,0.3,2021
01033,37,0.31,2021
01035,3,0.58,2021
01039,24,0.23,2021
01041,8,0.46,2021
01043,40,0.35,2021
01045,35,0.28,2021
01047,18,-0.05,2021
01049,18,0.34,2021
01051,33,0.25,2021
01053,19,0.28,2021
01055,51,0.3,2021
01057,8,0.33,2021
01059,22,0.49,2021
01061,14,0.27,2021
01063,4,-0.02,2021
01065,12,0.02,2021
01067,13,0.16,2021
01069,88,0.21,2021
01071,27,0.29,2021
01073,1405,0.21,2021
01075,5,0.4,2021
01077,69,0.24,2021
01079,10,0.15,2021
01081,496,0.24,2021
01083,80,0.23,2021
01087,4,0.42,2021
01089,425,0.2,2021
01091,8,0.36,2021
01093,16,0.36,2021
01095,58,0.32,2021
01097,700,0.18,2021
01099,6,0.07,2021
01101,243,0.16,2021
01103,89,0.25,2021
01105,3,-0.13,2021
01107,12,-0.07,2021
01109,63,0.15,2021
01111,16,0.2,2021
01113,40,0.07,2021
01115,74,0.22,2021
01117,390,0.28,2021
01119,9,0.04,2021
01121,36,0.18,2021
01123,18,0.25,2021
01125,377,0.27,2021
01127,41,0.32,2021
01129,15,0.34,2021
01131,3,0.16,2021
01133,8,0.57,2021
02013,7,0.01,2021
02020,398,0.22,2021
02050,28,0.22,2021
02060,1,-0.37,2021
02068,1,-0.08,2021
02070,3,0.33,2021
02090,186,0.25,2021
02100,4,0.41,2021
02110,52,0.16,2021
02122,41,0.3,2021
02130,15,0.22,2021
02150,10,0.17,2021
02164,2,0.3,2021
02170,79,0.31,2021
02180,10,0.29,2021
02185,1,0.4,2021
02201,5,0.29,2021
02220,11,0.34,2021
02232,3,-0.16,2021
02240,2,0.74,2021
02261,4,0.01,2021
02270,5,-0.15,2021
02280,2,0.31,2021
02290,1,0.06,2021
04001,26,0.23,2021
04003,78,0.38,2021
04005,315,0.24,2021
04007,14,0.3,2021
04009,11,0.26,2021
04011,2,0.22,2021
04012,8,0.5,2021
04013,6219,0.23,2021
04015,67,0.26,2021
04017,46,0.29,2021
04019,1299,0.18,2021
04021,242,0.28,2021
04023,30,0.14,2021
04025,147,0.28,2021
04027,163,0.29,2021
05001,14,0.2,2021
05003,17,0.15,2021
05005,5,0.45,2021
05007,632,0.23,2021
05009,14,0.32,2021
05011,7,0.63,2021
05015,25,0.32,2021
05017,1,-0.4,2021
05019,14,0.31,2021
05021,5,0.48,2021
05023,12,0.54,2021
05025,1,0.41,2021
05027,3,0.64,2021
05029,16,0.24,2021
05031,145,0.23,2021
05033,49,0.31,2021
05035,45,0.1,2021
05037,8,0.26,2021
05039,1,-0.25,2021
05041,7,0.22,2021
05043,8,0.42,2021
05045,225,0.19,2021
05047,6,0.25,2021
05049,1,0.2,2021
05051,69,0.28,2021
05053,5,0.23,2021
05055,27,0.42,2021
05057,16,0.13,2021
05059,17,0.3,2021
05061,6,-0.01,2021
05063,26,0.45,2021
05065,5,0.09,2021
05067,11,0.27,2021
05069,23,0.1,2021
05071,13,0.2,2021
05075,8,0.27,2021
05077,4,-0.14,2021
05079,2,-0.1,2021
05081,2,0.2,2021
05083,8,0.12,2021
05085,88,0.35,2021
05087,10,0.22,2021
05089,6,0.5,2021
05091,20,0.28,2021
05093,37,0.25,2021
05095,2,0.1,2021
05097,3,0.28,2021
05099,3,0.58,2021
05101,2,0.48,2021
05103,10,0.2,2021
05105,10,0.22,2021
05107,17,-0.04,2021
05109,3,0.56,2021
05111,10,0.39,2021
05113,10,0.4,2021
05115,36,0.2,2021
05117,5,0.58,2021
05119,670,0.19,2021
05121,8,0.32,2021
05123,8,0.06,2021
05125,94,0.25,2021
05127,5,0.18,2021
05129,1,0.61,2021
