fips,count,avgScore,year
01001,29,0.38,2019
01003,161,0.31,2019
01005,9,0.46,2019
01007,6,0.57,2019
01009,15,0.41,2019
01011,1,-0.44,2019
01013,4,-0.18,2019
01015,35,0.34,2019
01017,17,0.31,2019
01019,10,0.42,2019
01021,12,0.32,2019
01023,1,0.81,2019
01025,10,0.34,2019
01027,4,0.46,2019
01029,3,0.7,2019
01031,12,0.35,2019
01033,15,0.17,2019
01035,5,0.55,2019
01039,36,0.3,2019
01041,4,0.11,2019
01043,28,0.35,2019
01045,27,0.15,2019
01047,6,0.25,2019
01049,11,0.44,2019
01051,29,0.2,2019
01053,9,-0.05,2019
01055,24,0.39,2019
01057,2,0.4,2019
01059,5,0.47,2019
01061,5,0.45,2019
01065,6,0.55,2019
01067,11,0.12,2019
01069,56,0.25,2019
01071,7,0.43,2019
01073,923,0.25,2019
01075,4,0.16,2019
01077,28,0.39,2019
01079,3,0.66,2019
01081,249,0.31,2019
01083,38,0.26,2019
01087,2,0.24,2019
01089,228,0.27,2019
01091,12,0.04,2019
01093,4,0.53,2019
01095,30,0.5,2019
01097,278,0.22,2019
01099,8,0.06,2019
01101,110,0.22,2019
01103,95,0.28,2019
01105,3,0.61,2019
01107,3,0.31,2019
01109,23,0.37,2019
01111,38,0.15,2019
01113,30,0.19,2019
01115,45,0.45,2019
01117,340,0.34,2019
01119,3,-0.0,2019
01121,17,0.27,2019
01123,8,0.26,2019
01125,245,0.26,2019
01127,44,0.4,2019
01129,7,0.2,2019
01131,2,0.2,2019
01133,10,0.09,2019
02016,1,0.42,2019
02020,275,0.25,2019
02050,13,0.35,2019
02060,3,0.16,2019
02068,3,0.0,2019
02070,1,0.68,2019
02090,66,0.26,2019
02100,1,-0.01,2019
02110,41,0.15,2019
02122,30,0.28,2019
02130,17,0.3,2019
02150,8,0.35,2019
02164,1,0.34,2019
02170,60,0.21,2019
02180,4,-0.04,2019
02185,1,0.53,2019
02201,2,0.55,2019
02220,5,0.45,2019
02232,5,0.53,2019
02240,1,-0.1,2019
02261,4,0.02,2019
02270,1,-0.39,2019
02280,1,0.8,2019
02290,4,0.22,2019
04001,12,0.17,2019
04003,52,0.27,2019
04005,192,0.26,2019
04007,6,0.15,2019
04009,12,0.25,2019
04011,2,0.02,2019
04012,3,0.37,2019
04013,4116,0.28,2019
04015,64,0.34,2019
04017,25,0.27,2019
04019,1012,0.27,2019
04021,119,0.28,2019
04023,10,0.28,2019
04025,101,0.35,2019
04027,124,0.29,2019
05001,7,0.2,2019
05003,3,0.35,2019
05005,16,0.56,2019
05007,210,0.32,2019
05009,11,-0.06,2019
05013,2,-0.41,2019
05015,4,0.22,2019
05017,1,1.05,2019
05019,16,0.43,2019
05021,8,0.29,2019
05023,4,0.22,2019
05025,3,0.44,2019
05027,8,0.53,2019
05029,8,0.42,2019
05031,159,0.27,2019
05033,26,0.25,2019
05035,19,0.29,2019
05037,9,-0.04,2019
05041,6,0.38,2019
05043,4,0.3,2019
05045,124,0.3,2019
05047,3,0.29,2019
05049,8,0.42,2019
05051,43,0.23,2019
05053,4,0.5,2019
05055,22,0.3,2019
05057,4,0.08,2019
05059,5,0.5,2019
05063,26,0.28,2019
05065,3,0.46,2019
05067,4,0.36,2019
05069,11,0.04,2019
05071,11,0.27,2019
05073,2,-0.17,2019
05075,4,0.68,2019
05077,3,0.03,2019
05079,2,0.16,2019
05081,2,-0.07,2019
05083,4,0.23,2019
05085,48,0.3,2019
05087,1,-0.01,2019
05089,5,0.39,2019
05091,12,0.38,2019
05093,35,0.17,2019
05095,4,0.25,2019
05099,4,0.3,2019
05101,3,0.38,2019
05103,7,0.35,2019
05105,2,-0.12,2019
05107,7,-0.02,2019
05109,2,0.54,2019
05111,20,0.38,2019
05113,1,-0.06,2019
05115,92,0.33,2019
05117,1,0.57,2019
05119,408,0.24,2019
05121,4,0.57,2019
05123,58,-0.08,2019
05125,32,0.42,2019
05127,2,0.14,2019
05129,1,0.68,2019
05131,72,0.38,2019
05133,4,0.34,2019
05135,3,0.24,2019
05137,4,0.38,2019
05139,31,0.41,2019
05141,7,0.3,2019
05143,601,0.34,2019
05145,61,0.35,2019
05147,4,0.68,2019
05149,10,0.4,2019
06001,3575,0.21,2019
06003,1,0.92,2019
06005,26,0.32,2019
06007,503,0.25,2019
06009,24,0.31,2019
06011,12,0.28,2019
06013,1935,0.26,2019
06015,8,0.2,2019
06017,319,0.32,2019
06019,1383,0.25,2019
06021,19,0.35,2019
06023,287,0.18,2019
06025,167,0.32,2019
06027,13,0.31,2019
06029,566,0.28,2019
06031,81,0.22,2019
06033,65,0.3,2019
06035,8,0.63,2019
06037,12541,0.23,2019
06039,78,0.29,2019
06041,632,0.3,2019
06043,11,0.29,2019
06045,105,0.32,2019
06047,197,0.19,2019
06049,7,0.48,2019
06051,7,0.26,2019
06053,485,0.2,2019
06055,174,0.24,2019
06057,157,0.23,2019
06059,3079,0.29,2019
06061,714,0.29,2019
06063,10,0.45,2019
06065,2281,0.25,2019
06067,3328,0.24,2019
06069,33,0.34,2019
06071,1989,0.24,2019
06073,5244,0.27,2019
06075,2166,0.23,2019
06077,739,0.26,2019
06079,584,0.31,2019
06081,1610,0.27,2019
06083,565,0.25,2019
06085,3233,0.27,2019
06087,442,0.22,2019
06089,165,0.32,2019
06091,3,0.22,2019
06093,18,0.3,2019
06095,614,0.2,2019
06097,766,0.24,2019
06099,540,0.24,2019
06101,67,0.32,2019
06103,55,0.36,2019
06105,7,0.15,2019
06107,480,0.23,2019
06109,34,0.27,2019
06111,744,0.27,2019
06113,660,0.22,2019
06115,70,0.26,2019
08001,910,0.22,2019
08003,64,0.28,2019
08005,1225,0.24,2019
08007,4,0.46,2019
08011,2,-0.66,2019
08013,977,0.29,2019
08014,177,0.3,2019
08015,16,0.26,2019
08017,1,-0.07,2019
08019,2,0.04,2019
08021,5,0.16,2019
08023,3,0.11,2019
08025,1,0.43,2019
08027,2,0.45,2019
08029,8,0.06,2019
08031,2557,0.2,2019
08033,1,0.38,2019
08035,540,0.34,2019
08037,50,0.22,2019
08039,8,0.3,2019
08041,1278,0.29,2019
08043,26,0.45,2019
08045,39,0.18,2019
08047,7,0.52,2019
08049,3,0.18,2019
08051,33,0.23,2019
08053,1,-0.29,2019
08055,2,-0.16,2019
08057,1,0.68,2019
08059,979,0.27,2019
08061,1,0.26,2019
08063,3,0.46,2019
08065,26,0.29,2019
08067,45,0.21,2019
08069,996,0.27,2019
08071,2,0.42,2019
08073,2,0.3,2019
08075,5,0.2,2019
08077,80,0.18,2019
08079,2,0.11,2019
08081,3,0.55,2019
08083,9,0.42,2019
08085,10,0.47,2019
08087,5,0.22,2019
08089,15,0.32,2019
08091,5,0.25,2019
08093,7,0.27,2019
08095,2,0.01,2019
08097,40,0.26,2019
08099,3,-0.65,2019
08101,92,0.35,2019
08103,4,0.38,2019
08105,6,0.11,2019
08107,14,0.16,2019
08109,3,-0.07,2019
08113,16,0.31,2019
08117,53,0.38,2019
08119,60,0.31,2019
08123,376,0.26,2019
08125,3,0.12,2019
09001,1502,0.33,2019
09003,1722,0.28,2019
09005,203,0.37,2019
09007,278,0.34,2019
09009,1398,0.29,2019
09011,380,0.3,2019
09013,292,0.34,2019
09015,94,0.28,2019
10001,190,0.21,2019
10003,1115,0.27,2019
10005,129,0.26,2019
11001,2667,0.19,2019
12001,924,0.23,2019
12003,13,0.29,2019
12005,56,0.16,2019
12007,7,0.36,2019
12009,390,0.29,2019
12011,1150,0.25,2019
12013,2,0.12,2019
12015,42,0.31,2019
12017,38,0.39,2019
12019,101,0.25,2019
12021,198,0.34,2019
